order_date,model,qty,unit_price,note,source_file
2025-06-27,LS-7SSTPD-5MG,1000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTPD-7MG,800,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTPD-10MG,960,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTPD-15MG,780,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTP-100MG,100,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTP-300MB,100,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-F7-UTPD-5M,500,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SD-BK0.2M,500,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SD-BK2M,800,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-DVI19M-3M,600,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-DVI19M-5M,400,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-DVI19M-10M,160,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-DVI25M-1.8M,900,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-DVI25M-10M,100,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-HDMI-NEMM-20M,200,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-HDMI-HMM-0.15M,1200,,remark=VR,20928__new order 2025-0627.xlsx
2025-06-27,LS-HDMI-AD20-1.5M,900,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-U30AOC50,20,,remark=VR,20928__new order 2025-0627.xlsx
2025-06-27,LS-CCTP-50M,50,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-ANT-MMG-5M,600,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-ANT-MMG-10M,400,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-OM4-LCLC-10M,200,,remark=VR,20928__new order 2025-0627.xlsx
2025-06-27,LS-OM4-LCLC-30M,90,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-FSD-LCLC-30M,60,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-FSD-LCSC-15M,40,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-PASS-7STP,60000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-DC-RJ45PP-WHC,100000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-750HS,10,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-1800HS,20,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-1000H,20,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-1200H,20,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-500HB,50,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-1000HB,20,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-1800HB,10,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-VM19,200,,,20928__new order 2025-0627.xlsx
2025-07-17,LS-5UTPD-1MG,5400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5UTPD-3MG,3300,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5UTPD-3MB,1100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5UTPD-3MBK,1100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-C5OD300,200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-C5U305Y,100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-C5U305BL,100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5STPD-2M,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5STPD-15M,800,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5FTPSD-BK2M,1000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5FTPSD-BK5M,1000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-FTP-300MSTG,200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-5FTP-300MG,100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-UTP5H-300MG,200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-0.5MG,4400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-1MG,6000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-2MG,4500,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-5MG,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-7MG,1600,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-10MG,1600,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-15MG,1800,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-20MG,800,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-30MG,560,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-2MB,2700,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-3MB,2100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-2MY,1800,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-3MY,1400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTPD-5MY,1200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6UTP-300MBK,100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-SL6-3B,1500,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6STPD-5M,2400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6STPD-15M,1200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-6FTP-100MG,100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-RGB-15MM-1.8M,680,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-RGB-15MF-5M,300,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-3RCA-MM-15M,350,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-2RST-1.5M,1000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-CCTP-15M,200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB-AMAM-1.8M,4400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB-AMBM-1.8M,4400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB-AMBM-3M,1400,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB-AMAF-5M,900,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB-AMAF-10M,600,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB2.0-AMAF-S0.5M,3200,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-USB2.0-AMAF-S1M,5000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-U30AOC50,20,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-DPAOC-10M,30,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-MDP192-2M,220,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-MDP192-5M,100,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-DP192-60H-2M,1600,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-DP14MM-3M,500,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-FMD-LCLC-15M,120,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-OM3-LCLC-1M,300,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-OM3-LCLC-3M,600,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-OM3-LCLC-10M,600,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-OM3-LCLC-20M,350,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-OM4-LCLC-5M,160,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-OM4-LCLC-20M,70,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSN-CAT5E-UTP50,500000,,remark=VR,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSN-CAT5E-UTP50 <벌크>,200000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSN-CAT5E-UTP50BL,200000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSN-6PASS-UTP,100000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-PASS-7STP,50000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-PASS-DB9F,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-PASS-DB9M,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-DC-RJ45-BKC,50000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-WP23-1PN,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-WP161S,360,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-WP162S,540,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSP-WP8DS-C6A,500,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSP-6IC-UKWT,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LSP-GKTVM-U1WT,3000,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-500H,50,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-750H,30,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-1200HB,20,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-1800HB,10,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-2000HB,10,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-500HS,10,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-2000HS,10,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-FSB,300,,,21280__NEW ORDER 2025-0717.xlsx
2025-07-17,LS-EPA-S1UB,300,,,21280__NEW ORDER 2025-0717.xlsx
2025-09-04,LS-5UTPD-0.5MG-10PCS,10000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-5UTPD-20MG,640,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-5FTP-100M,100,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-5SFTP-300M,200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-UTP5H-300MBK,100,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-C5U305BK,100,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-C5OD300,200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-C6OD300,200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6UTPD-50MG,200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6UTPD-2MR,1800,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6UTPD-3MR,1400,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6UTPC-5MG,600,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-0.3M,3200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-1M,3000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-3M,3500,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-5M,2400,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-7M,1200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-10M,960,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-20M,720,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6STPD-30M,480,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-F6UTPD-1MW,1500,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-F6UTPD-2MW,1500,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-F6UTPD-10MW,600,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6UTP-100MG,100,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-7UTP-100MG,100,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-6AUTP-3M,1700,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-7SSTPD-10MG,1600,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-7SSTPD-3MB,700,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-SER-9MM-1.8M,1000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-ANT-MMG-5M,600,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-ANT-MMG-15M,180,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-CCTP-5M,1000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-CCTP-10M,300,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-CCTP-30M,120,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-DVI19M-1.8M,800,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-DVI19M-3M,600,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-DVI19M-HDMI-2M,1800,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-DVI19M-HDMI-3M,800,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-DVI19M-HDMI-5M,500,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-NEMM-2M,1000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-NEMM-20M,200,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-NEMM-30M,120,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-HMM-0.3M,2500,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-HMM-3M,2400,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-HMM-7M,480,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDMI-HMM-20M,240,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-H21AOC-5M,50,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-U3AOC20,50,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-U3AOC30,50,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-U30AOC50,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDAOC-10M,50,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-HDAOC-30M,30,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-PS2-6MM-1.8M,3600,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-FMD-LCLC-5M,240,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-OM3-LCLC-15M,400,,,22290__new order 2025-0904.xlsx
2025-09-04,LSP-6KTVM-F1MT,5000,,,22290__new order 2025-0904.xlsx
2025-09-04,LSP-GKTVM-F1MT,5000,,,22290__new order 2025-0904.xlsx
2025-09-04,LSN-BOOT-COVER-Y,30000,,,22290__new order 2025-0904.xlsx
2025-09-04,LSN-BOOT-COVER-WN,30000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-68R,300,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-DC-RJ45BK,1000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-OUTLET-WP24N,2000,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-300H,50,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-500H,50,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1000H,20,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1200H,30,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1600H,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1800H,20,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-2000H,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-240HM,30,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-750HB,20,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1000HB,20,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1200HB,20,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1600HB,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1800HB,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-500HS,20,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1200HS,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1600HSQ,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-2000HSQ,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-1600HBO,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-2000HBO,10,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-SSHE-7520HS,30,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-SSHE-8020HQ,100,,,22290__new order 2025-0904.xlsx
2025-09-04,LS-SSHE-1620HSQ,100,,,22290__new order 2025-0904.xlsx
2025-09-26,LS-5UTPD-0.5MG-10PCS,10000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5UTPD-3MG,3300,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5UTPD-5MG,3000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5UTPD-15MG,1200,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5UTPD-30MG,480,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5UTPD-50MG,320,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5UTPD-3MB,1100,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5STPD-3M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5STPD-5M,1600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-5STPC-2M,900,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FTP-300MSTG,100,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6UTPD-0.5MG,4400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6UTPD-5MG,6000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6UTPD-20MG,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6UTP-300MP,100,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6UTPD-3MB,2100,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6UTPD-5MB,1200,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-F6-UTPD-1M,3000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-F6-UTPD-3M,2500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SL6-1B,1200,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SL6-2W,1300,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SL6-15W,240,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SL6-20W,200,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6STPD-0.3M,3200,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6STPD-15M,1500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-7SSTPD-0.5MG,4000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-7SSTPD-20MG,600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-7SSTPD-30MG,420,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-7SD-BK0.2M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-7SD-BK2M,800,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-25MF-1.8M,700,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-25MF-3M,400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-25MF-5M,300,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-25MM-3M,400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9FF-1M,1500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9FF-3M,800,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9FF-10M,360,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9MF-1M,1500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9MF-3M,1600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9MF-5M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9MF-10M,720,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SER-9F25M-1.8M,500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-USB-AMAM-1M,3000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-USB-AMBM-1.8M,6600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-USB-AMBM-3M,1400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-USB3.0-AMMIC-5M,300,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-USB-AM5P-5M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ANT-MMG-2M,1100,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ANT-MMG-3M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ANT-MMG-10M,400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ANT-MMG-20M,300,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ANT-MMG-30M,160,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ST-MF-0.5M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ST-MF-1M,500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-ST-MF-15M,300,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-2RCA-MM-1.5M,1000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FOTT-1.5M,250,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FOTT-3M,500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FMD-LCLC-15M,120,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FMP-SC-1.5M,500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-OM3-LCLC-3M,1200,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-OM3-LCLC-5M,800,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-OM3-LCLC-10M,600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-OM4-LCLC-3M,330,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FSD-LCLC-3M,330,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FSD-LCLC-5M,160,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FSD-LCSC-20M,70,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FSD-SCSC-15M,80,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-FSD-SCSC-20M,70,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-HDMI-HMM-1.5M,3600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-HAP21AOC-10M,50,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-U30AOC50,30,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-DP192-2M,1600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-DP29-2M,400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-6PLB-24P19N,400,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-PLKP-24UM,200,,,22684__new order-2025-0926.xlsx
2025-09-26,LSN-CAT5E-UTP50 <벌크>,500000,,,22684__new order-2025-0926.xlsx
2025-09-26,LSN-CON44,30000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-PASS-7UTP,20000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-PASS-7STP,20000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-CON-S9M,4000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-HOOD-915L,3000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-PASS-DB9M,5000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-RJ45UTP-8P,500,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-BOOT-CY7,33000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-WP172S,540,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-WPCOP-C6A,600,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-CUP-ID6C,3000,,,22684__new order-2025-0926.xlsx
2025-09-26,"LSP-GIC-FJM, STP",3000,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-300H,50,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-500H,50,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-750H,30,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1000H,20,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1200H,20,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-300HB,50,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-500HB,50,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-750HB,30,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1000HB,20,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1200HB,20,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1800HB,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-300HR (바퀴포함),30,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1800HBS,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-500HS,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1800HS,20,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-2000HS,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-800HQ,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1000HQ,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-1800HSQ,10,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-SHE-1220HB,100,,,22684__new order-2025-0926.xlsx
2025-09-26,LS-CRM-HS1UB,200,,,22684__new order-2025-0926.xlsx
2025-12-19,LS-5UTPD-2MG,5100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-5UTPD-3MG,3300,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-5UTPD-5MG,3000,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-5UTPD-3MB,1100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-5UTPD-20MB,320,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-5STPD-30M,200,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6UTPD-7MG,1200,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6UTPD-30MG,420,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6UTPD-10MB,640,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6UTPC-5MG,600,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-F6-UTPD-20M,700,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-F6UTPD-2MW,1500,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-FT6U15M,140,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-SL6-3W,850,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6STPD-5M,2400,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6STPD-15M,1500,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-6AUTP-1M,1500,,,23998__new order-2025-1219.xlsx
2025-12-19,LSP-7UTP-0.5M,4400,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HDMI-HMM-20M,240,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HDMI-HMF-1M,850,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HDMT-2M,1800,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HDMT-5M,1000,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HD21-2M,800,,,23998__new order-2025-1219.xlsx
